339	0.000000	
340	0.000001	
341	0.000001	
342	0.000003	
343	0.000005	
344	0.000008	
345	0.000011	
346	0.000017	
347	0.000022	
348	0.000030	
349	0.000038	
350	0.000049	
351	0.000061	
352	0.000075	
353	0.000090	
354	0.000110	
355	0.000129	
356	0.000153	
357	0.000178	
358	0.000208	
359	0.000238	
360	0.000274	
361	0.000311	
362	0.000354	
363	0.000398	
364	0.000449	
365	0.000500	
366	0.000558	
367	0.000617	
368	0.000683	
369	0.000749	
370	0.000823	
371	0.000896	
372	0.000977	
373	0.001058	
374	0.001146	
375	0.001234	
376	0.001328	
377	0.001422	
378	0.001522	
379	0.001621	
380	0.001726	
381	0.001831	
382	0.001940	
383	0.002049	
384	0.002161	
385	0.002274	
386	0.002389	
387	0.002505	
388	0.002622	
389	0.002740	
390	0.002859	
391	0.002978	
392	0.003098	
393	0.003218	
394	0.003339	
395	0.003459	
396	0.003579	
397	0.003700	
398	0.003820	
399	0.003939	
400	0.004058	
401	0.004177	
402	0.004294	
403	0.004412	
404	0.004527	
405	0.004643	
406	0.004757	
407	0.004871	
408	0.004982	
409	0.005094	
410	0.005203	
411	0.005312	
412	0.005419	
413	0.005526	
414	0.005630	
415	0.005734	
416	0.005835	
417	0.005936	
418	0.006034	
419	0.006132	
420	0.006227	
421	0.006322	
422	0.006414	
423	0.006506	
424	0.006595	
425	0.006684	
426	0.006769	
427	0.006855	
428	0.006937	
429	0.007019	
430	0.007098	
431	0.007177	
432	0.007253	
433	0.007328	
434	0.007401	
435	0.007473	
436	0.007541	
437	0.007610	
438	0.007676	
439	0.007741	
440	0.007803	
441	0.007865	
442	0.007923	
443	0.007981	
444	0.008036	
445	0.008091	
446	0.008143	
447	0.008194	
448	0.008242	
449	0.008290	
450	0.008334	
451	0.008378	
452	0.008419	
453	0.008460	
454	0.008497	
455	0.008535	
456	0.008568	
457	0.008602	
458	0.008632	
459	0.008663	
460	0.008689	
461	0.008716	
462	0.008739	
463	0.008762	
464	0.008782	
465	0.008801	
466	0.008817	
467	0.008833	
468	0.008846	
469	0.008858	
470	0.008867	
471	0.008876	
472	0.008881	
473	0.008886	
474	0.008888	
475	0.008890	
476	0.008888	
477	0.008886	
478	0.008881	
479	0.008876	
480	0.008867	
481	0.008858	
482	0.008846	
483	0.008833	
484	0.008817	
485	0.008801	
486	0.008782	
487	0.008762	
488	0.008739	
489	0.008716	
490	0.008689	
491	0.008663	
492	0.008632	
493	0.008602	
494	0.008568	
495	0.008535	
496	0.008497	
497	0.008460	
498	0.008419	
499	0.008378	
500	0.008334	
501	0.008290	
502	0.008242	
503	0.008194	
504	0.008143	
505	0.008091	
506	0.008036	
507	0.007981	
508	0.007923	
509	0.007865	
510	0.007803	
511	0.007741	
512	0.007676	
513	0.007610	
514	0.007542	
515	0.007473	
516	0.007401	
517	0.007329	
518	0.007253	
519	0.007178	
520	0.007099	
521	0.007020	
522	0.006937	
523	0.006855	
524	0.006770	
525	0.006684	
526	0.006595	
527	0.006507	
528	0.006415	
529	0.006323	
530	0.006228	
531	0.006133	
532	0.006035	
533	0.005937	
534	0.005836	
535	0.005735	
536	0.005631	
537	0.005527	
538	0.005421	
539	0.005314	
540	0.005205	
541	0.005096	
542	0.004984	
543	0.004873	
544	0.004759	
545	0.004646	
546	0.004530	
547	0.004415	
548	0.004298	
549	0.004181	
550	0.004062	
551	0.003944	
552	0.003824	
553	0.003705	
554	0.003585	
555	0.003465	
556	0.003345	
557	0.003225	
558	0.003105	
559	0.002985	
560	0.002867	
561	0.002748	
562	0.002631	
563	0.002514	
564	0.002399	
565	0.002285	
566	0.002173	
567	0.002061	
568	0.001953	
569	0.001845	
570	0.001741	
571	0.001637	
572	0.001539	
573	0.001440	
574	0.001347	
575	0.001255	
576	0.001168	
577	0.001082	
578	0.001003	
579	0.000923	
580	0.000851	
581	0.000779	
582	0.000715	
583	0.000651	
584	0.000594	
585	0.000538	
586	0.000489	
587	0.000440	
588	0.000399	
589	0.000358	
590	0.000324	
591	0.000289	
592	0.000261	
593	0.000233	
594	0.000211	
595	0.000188	
596	0.000170	
597	0.000153	
598	0.000138	
599	0.000124	
600	0.000113	
601	0.000102	
602	0.000092	
603	0.000083	
604	0.000075	
605	0.000067	
606	0.000060	
607	0.000052	
608	0.000045	
609	0.000038	
610	0.000032	
611	0.000026	
612	0.000021	
613	0.000015	
614	0.000011	
615	0.000007	
616	0.000005	
617	0.000003	
618	0.000002	
619	0.000001	
620	0.000000	
	
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
