108	0.0000000						
109	0.0000001						
110	0.0000002						
111	0.0000008						
112	0.0000014						
113	0.0000031						
114	0.0000047						
115	0.0000080						
116	0.0000113						
117	0.0000167						
118	0.0000220						
119	0.0000301						
120	0.0000381						
121	0.0000493						
122	0.0000605						
123	0.0000755						
124	0.0000904						
125	0.0001097						
126	0.0001290						
127	0.0001533						
128	0.0001776						
129	0.0002078						
130	0.0002379						
131	0.0002744						
132	0.0003109						
133	0.0003544						
134	0.0003979						
135	0.0004488						
136	0.0004997						
137	0.0005582						
138	0.0006167						
139	0.0006829						
140	0.0007490						
141	0.0008227						
142	0.0008963						
143	0.0009773						
144	0.0010582						
145	0.0011460						
146	0.0012337						
147	0.0013278						
148	0.0014218						
149	0.0015215						
150	0.0016212						
151	0.0017259						
152	0.0018306						
153	0.0019396						
154	0.0020485						
155	0.0021611						
156	0.0022736						
157	0.0023891						
158	0.0025045						
159	0.0026221						
160	0.0027397						
161	0.0028589						
162	0.0029780						
163	0.0030981						
164	0.0032182						
165	0.0033387						
166	0.0034591						
167	0.0035795						
168	0.0036998						
169	0.0038196						
170	0.0039393						
171	0.0040581						
172	0.0041768						
173	0.0042942						
174	0.0044116						
175	0.0045274						
176	0.0046431						
177	0.0047569						
178	0.0048707						
179	0.0049823						
180	0.0050939						
181	0.0052031						
182	0.0053123						
183	0.0054190						
184	0.0055256						
185	0.0056296						
186	0.0057335						
187	0.0058346						
188	0.0059357						
189	0.0060339						
190	0.0061320						
191	0.0062271						
192	0.0063222						
193	0.0064142						
194	0.0065061						
195	0.0065949						
196	0.0066837						
197	0.0067693						
198	0.0068548						
199	0.0069371						
200	0.0070194						
201	0.0070983						
202	0.0071772						
203	0.0072528						
204	0.0073284						
205	0.0074006						
206	0.0074727						
207	0.0075415						
208	0.0076102						
209	0.0076756						
210	0.0077409						
211	0.0078028						
212	0.0078646						
213	0.0079230						
214	0.0079813						
215	0.0080362						
216	0.0080911						
217	0.0081425						
218	0.0081939						
219	0.0082418						
220	0.0082896						
221	0.0083340						
222	0.0083783						
223	0.0084192						
224	0.0084600						
225	0.0084973						
226	0.0085346						
227	0.0085684						
228	0.0086021						
229	0.0086323						
230	0.0086625						
231	0.0086892						
232	0.0087158						
233	0.0087389						
234	0.0087620						
235	0.0087816						
236	0.0088011						
237	0.0088171						
238	0.0088331						
239	0.0088456						
240	0.0088580						
241	0.0088669						
242	0.0088758						
243	0.0088811						
244	0.0088864						
245	0.0088882						
246	0.0088900						
247	0.0088882						
248	0.0088864						
249	0.0088811						
250	0.0088758						
251	0.0088669						
252	0.0088580						
253	0.0088456						
254	0.0088331						
255	0.0088171						
256	0.0088011						
257	0.0087816						
258	0.0087620						
259	0.0087389						
260	0.0087158						
261	0.0086892						
262	0.0086625						
263	0.0086323						
264	0.0086021						
265	0.0085684						
266	0.0085346						
267	0.0084973						
268	0.0084600						
269	0.0084192						
270	0.0083783						
271	0.0083340						
272	0.0082896						
273	0.0082418						
274	0.0081939						
275	0.0081425						
276	0.0080911						
277	0.0080362						
278	0.0079813						
279	0.0079230						
280	0.0078646						
281	0.0078028						
282	0.0077409						
283	0.0076756						
284	0.0076102						
285	0.0075415						
286	0.0074728						
287	0.0074007						
288	0.0073286						
289	0.0072531						
290	0.0071775						
291	0.0070986						
292	0.0070197						
293	0.0069375						
294	0.0068552						
295	0.0067697						
296	0.0066842						
297	0.0065955						
298	0.0065067						
299	0.0064148						
300	0.0063229						
301	0.0062279						
302	0.0061329						
303	0.0060348						
304	0.0059367						
305	0.0058357						
306	0.0057347						
307	0.0056309						
308	0.0055271						
309	0.0054206						
310	0.0053140						
311	0.0052050						
312	0.0050959						
313	0.0049845						
314	0.0048730						
315	0.0047594						
316	0.0046458						
317	0.0045303						
318	0.0044148						
319	0.0042977						
320	0.0041805						
321	0.0040620						
322	0.0039435						
323	0.0038241						
324	0.0037046						
325	0.0035847						
326	0.0034647						
327	0.0033447						
328	0.0032246						
329	0.0031050						
330	0.0029853						
331	0.0028667						
332	0.0027481						
333	0.0026311						
334	0.0025141						
335	0.0023994						
336	0.0022846						
337	0.0021728						
338	0.0020610						
339	0.0019529						
340	0.0018448						
341	0.0017411						
342	0.0016374						
343	0.0015388						
344	0.0014402						
345	0.0013475						
